sensor_id,timestamp_recorded_utc,no2_ppb,pm25_ugm3,temp_c,rh_pct,firmware,status,no2_ugm3
ZEPHYR_009,2025-07-25 21:00:00+00:00,19.29,9.87,15.28,60.88,1.5.0,OK,37.5
ZEPHYR_009,2025-07-25 22:00:00+00:00,18.05,10.06,14.28,63.94,1.5.0,OK,35.21
ZEPHYR_009,2025-07-25 23:00:00+00:00,20.37,9.06,13.01,60.09,1.5.0,OK,39.91
ZEPHYR_009,2025-07-26 00:00:00+00:00,27.83,8.62,13.07,76.97,1.5.0,OK,54.51
ZEPHYR_009,2025-07-26 01:00:00+00:00,17.56,7.41,11.68,76.78,1.5.0,OK,34.56
ZEPHYR_009,2025-07-26 02:00:00+00:00,22.78,9.51,10.6,83.32,1.5.0,OK,45.01
ZEPHYR_009,2025-07-26 03:00:00+00:00,26.6,12.37,14.49,72.16,1.5.0,OK,51.85
ZEPHYR_009,2025-07-26 04:00:00+00:00,26.35,8.49,14.79,69.24,1.5.0,MAINT,51.31
ZEPHYR_009,2025-07-26 05:00:00+00:00,26.27,8.01,14.2,76.66,1.5.0,OK,51.26
ZEPHYR_009,2025-07-26 06:00:00+00:00,26.71,9.03,15.67,70.71,1.5.0,OK,51.85
ZEPHYR_009,2025-07-26 07:00:00+00:00,23.93,7.47,18.33,66.69,1.5.0,OK,46.03
ZEPHYR_009,2025-07-26 08:00:00+00:00,29.22,5.83,19.43,80.91,1.5.0,WARN,55.99
ZEPHYR_009,2025-07-26 09:00:00+00:00,30.13,4.26,20.22,61.51,1.5.0,OK,57.58
ZEPHYR_009,2025-07-26 10:00:00+00:00,33.01,8.82,21.73,52.89,1.5.0,OK,62.76
ZEPHYR_009,2025-07-26 11:00:00+00:00,32.97,8.87,23.32,35.96,1.5.0,OK,62.35
ZEPHYR_009,2025-07-26 12:00:00+00:00,31.23,10.61,21.44,35.6,1.5.0,OK,59.44
ZEPHYR_009,2025-07-26 13:00:00+00:00,17.27,5.88,24.58,51.61,1.5.0,OK,32.52
ZEPHYR_009,2025-07-26 14:00:00+00:00,29.06,10.23,22.88,28.47,1.5.0,OK,55.04
ZEPHYR_009,2025-07-26 15:00:00+00:00,25.15,7.72,22.34,30.78,1.5.0,OK,47.72
ZEPHYR_009,2025-07-26 16:00:00+00:00,33.18,6.51,23.81,45.98,1.5.0,OK,62.64
ZEPHYR_009,2025-07-26 17:00:00+00:00,19.42,9.97,23.46,42.91,1.5.0,OK,36.71
ZEPHYR_009,2025-07-26 18:00:00+00:00,21.78,10.56,22.23,40.03,1.5.0,WARN,41.34
ZEPHYR_009,2025-07-26 19:00:00+00:00,27.13,7.8,18.57,50.07,1.5.0,OK,52.14
ZEPHYR_009,2025-07-26 20:00:00+00:00,21.02,8.62,16.36,65.44,1.5.0,MAINT,40.71
ZEPHYR_009,2025-07-26 21:00:00+00:00,21.48,3.33,15.57,53.86,1.5.0,OK,41.71
ZEPHYR_009,2025-07-26 22:00:00+00:00,25.73,11.29,14.69,57.23,1.5.0,OK,50.12
ZEPHYR_009,2025-07-26 23:00:00+00:00,18.23,9.27,12.53,76.79,1.5.0,OK,35.78
ZEPHYR_009,2025-07-27 00:00:00+00:00,19.87,7.57,13.4,79.57,1.5.0,OK,38.88
ZEPHYR_009,2025-07-27 01:00:00+00:00,24.56,8.45,12.77,74.88,1.5.0,OK,48.16
ZEPHYR_009,2025-07-27 02:00:00+00:00,24.77,5.61,11.83,68.45,1.5.0,WARN,48.73
ZEPHYR_009,2025-07-27 03:00:00+00:00,24.99,10.32,11.23,73.16,1.5.0,OK,49.27
ZEPHYR_009,2025-07-27 04:00:00+00:00,31.88,9.69,14.7,73.75,1.5.0,OK,62.09
ZEPHYR_009,2025-07-27 05:00:00+00:00,26.28,13.7,14.59,82.89,1.5.0,OK,51.21
ZEPHYR_009,2025-07-27 06:00:00+00:00,30.53,7.83,14.77,63.55,1.5.0,OK,59.45
ZEPHYR_009,2025-07-27 07:00:00+00:00,26.66,6.81,16.24,67.27,1.5.0,OK,51.65
ZEPHYR_009,2025-07-27 08:00:00+00:00,36.92,3.46,17.97,65.52,1.5.0,OK,71.1
ZEPHYR_009,2025-07-27 09:00:00+00:00,36.76,4.3,19.58,34.58,1.5.0,MAINT,70.4
ZEPHYR_009,2025-07-27 10:00:00+00:00,35.32,8.81,23.8,59.35,1.5.0,OK,66.69
ZEPHYR_009,2025-07-27 11:00:00+00:00,33.12,6.26,23.27,36.02,1.5.0,OK,62.64
ZEPHYR_009,2025-07-27 12:00:00+00:00,33.37,5.98,23.23,42.77,1.5.0,OK,63.12
ZEPHYR_009,2025-07-27 13:00:00+00:00,27.86,5.22,21.06,43.84,1.5.0,OK,53.09
ZEPHYR_009,2025-07-27 14:00:00+00:00,31.97,9.13,22.84,48.76,1.5.0,OK,60.56
ZEPHYR_009,2025-07-27 15:00:00+00:00,26.77,10.4,23.62,41.55,1.5.0,OK,50.57
ZEPHYR_009,2025-07-27 16:00:00+00:00,26.74,6.71,22.27,21.32,1.5.0,OK,50.75
ZEPHYR_009,2025-07-27 17:00:00+00:00,27.74,10.81,23.33,38.36,1.5.0,OK,52.46
ZEPHYR_009,2025-07-27 18:00:00+00:00,26.78,7.21,19.63,45.73,1.5.0,OK,51.28
ZEPHYR_009,2025-07-27 19:00:00+00:00,18.18,7.22,21.2,50.18,1.5.0,OK,34.63
ZEPHYR_009,2025-07-27 20:00:00+00:00,19.69,7.75,17.35,64.78,1.5.0,OK,38.0
ZEPHYR_009,2025-07-27 21:00:00+00:00,19.51,9.34,16.1,69.1,1.5.0,OK,37.82
ZEPHYR_009,2025-07-27 22:00:00+00:00,33.28,7.03,14.01,71.64,1.5.0,WARN,64.98
ZEPHYR_009,2025-07-27 23:00:00+00:00,34.42,8.69,12.96,74.99,1.5.0,OK,67.45
ZEPHYR_009,2025-07-28 00:00:00+00:00,27.61,9.97,14.91,63.11,1.5.0,OK,53.74
ZEPHYR_009,2025-07-28 01:00:00+00:00,20.62,6.72,8.54,77.5,1.5.0,OK,41.04
ZEPHYR_009,2025-07-28 02:00:00+00:00,19.93,8.56,8.92,80.95,1.5.0,OK,39.61
ZEPHYR_009,2025-07-28 03:00:00+00:00,25.47,10.62,12.63,69.97,1.5.0,OK,49.97
ZEPHYR_009,2025-07-28 04:00:00+00:00,33.06,6.96,13.63,82.79,1.5.0,OK,64.63
ZEPHYR_009,2025-07-28 05:00:00+00:00,40.69,11.54,15.25,82.74,1.5.0,OK,79.1
ZEPHYR_009,2025-07-28 06:00:00+00:00,33.23,9.15,15.43,78.68,1.5.0,OK,64.56
ZEPHYR_009,2025-07-28 07:00:00+00:00,36.84,10.91,16.67,41.82,1.5.0,OK,71.27
ZEPHYR_009,2025-07-28 08:00:00+00:00,29.84,7.64,19.75,53.97,1.5.0,OK,57.12
ZEPHYR_009,2025-07-28 09:00:00+00:00,29.37,8.97,21.06,77.69,1.5.0,OK,55.97
ZEPHYR_009,2025-07-28 10:00:00+00:00,38.59,7.03,21.65,51.61,1.5.0,OK,73.39
ZEPHYR_009,2025-07-28 11:00:00+00:00,43.05,12.24,22.92,31.14,1.5.0,OK,81.52
ZEPHYR_009,2025-07-28 12:00:00+00:00,34.04,7.74,22.54,56.49,1.5.0,OK,64.54
ZEPHYR_009,2025-07-28 13:00:00+00:00,35.89,10.1,23.42,41.43,1.5.0,OK,67.85
ZEPHYR_009,2025-07-28 14:00:00+00:00,27.09,6.78,24.91,48.74,1.5.0,OK,50.96
ZEPHYR_009,2025-07-28 15:00:00+00:00,28.38,10.62,23.91,45.19,1.5.0,OK,53.56
ZEPHYR_009,2025-07-28 16:00:00+00:00,31.69,11.18,23.35,48.55,1.5.0,OK,59.92
ZEPHYR_009,2025-07-28 17:00:00+00:00,29.5,8.84,23.9,49.63,1.5.0,OK,55.68
ZEPHYR_009,2025-07-28 18:00:00+00:00,22.88,8.05,18.45,54.27,1.5.0,OK,43.99
ZEPHYR_009,2025-07-28 19:00:00+00:00,25.67,2.01,18.01,70.69,1.5.0,OK,49.43
ZEPHYR_009,2025-07-28 20:00:00+00:00,29.22,8.55,16.05,63.2,1.5.0,OK,56.65
ZEPHYR_009,2025-07-28 21:00:00+00:00,34.88,8.66,15.56,52.11,1.5.0,OK,67.73
ZEPHYR_009,2025-07-28 22:00:00+00:00,27.83,6.52,14.35,73.45,1.5.0,OK,54.27
ZEPHYR_009,2025-07-28 23:00:00+00:00,30.98,12.1,10.65,85.08,1.5.0,OK,61.2
ZEPHYR_009,2025-07-29 00:00:00+00:00,30.61,8.44,11.91,82.07,1.5.0,OK,60.2
ZEPHYR_009,2025-07-29 01:00:00+00:00,30.29,6.83,11.4,75.95,1.5.0,OK,59.68
ZEPHYR_009,2025-07-29 02:00:00+00:00,37.15,11.55,13.99,88.69,1.5.0,OK,72.54
ZEPHYR_009,2025-07-29 03:00:00+00:00,28.77,10.0,15.47,86.79,1.5.0,OK,55.89
ZEPHYR_009,2025-07-29 04:00:00+00:00,41.85,9.47,12.36,102.09,1.5.0,OK,82.18
ZEPHYR_009,2025-07-29 05:00:00+00:00,39.4,8.53,13.67,72.63,1.5.0,OK,77.02
ZEPHYR_009,2025-07-29 06:00:00+00:00,38.98,15.06,14.03,69.8,1.5.0,OK,76.1
ZEPHYR_009,2025-07-29 07:00:00+00:00,37.66,10.36,14.61,63.91,1.5.0,OK,73.37
ZEPHYR_009,2025-07-29 08:00:00+00:00,44.21,8.96,19.87,56.45,1.5.0,MAINT,84.59
ZEPHYR_009,2025-07-29 09:00:00+00:00,37.49,11.49,18.73,52.23,1.5.0,OK,72.01
ZEPHYR_009,2025-07-29 10:00:00+00:00,31.7,11.7,21.18,33.86,1.5.0,OK,60.38
ZEPHYR_009,2025-07-29 11:00:00+00:00,43.42,7.76,20.71,47.86,1.5.0,OK,82.84
ZEPHYR_009,2025-07-29 12:00:00+00:00,37.77,7.15,22.03,47.6,1.5.0,OK,71.74
ZEPHYR_009,2025-07-29 13:00:00+00:00,33.47,7.53,24.27,37.12,1.5.0,OK,63.09
ZEPHYR_009,2025-07-29 14:00:00+00:00,30.74,9.82,23.92,57.59,1.5.0,OK,58.01
ZEPHYR_009,2025-07-29 15:00:00+00:00,34.35,11.8,24.42,42.84,1.5.0,OK,64.72
ZEPHYR_009,2025-07-29 16:00:00+00:00,27.08,14.66,20.68,51.36,1.5.0,OK,51.67
ZEPHYR_009,2025-07-29 17:00:00+00:00,26.32,7.83,22.5,46.72,1.5.0,OK,49.91
ZEPHYR_009,2025-07-29 18:00:00+00:00,29.8,6.76,18.94,64.95,1.5.0,OK,57.2
ZEPHYR_009,2025-07-29 19:00:00+00:00,32.12,7.64,19.44,54.95,1.5.0,OK,61.55
ZEPHYR_009,2025-07-29 20:00:00+00:00,35.78,9.64,16.35,72.57,1.5.0,OK,69.29
ZEPHYR_009,2025-07-29 21:00:00+00:00,29.76,7.83,12.79,63.17,1.5.0,WARN,58.35
ZEPHYR_009,2025-07-29 22:00:00+00:00,26.22,11.74,13.95,72.77,1.5.0,WARN,51.2
ZEPHYR_009,2025-07-29 23:00:00+00:00,22.46,11.14,12.89,73.62,1.5.0,OK,44.02
ZEPHYR_009,2025-07-30 00:00:00+00:00,31.21,9.39,14.32,71.76,1.5.0,OK,60.87
ZEPHYR_009,2025-07-30 01:00:00+00:00,25.42,9.26,11.69,84.14,1.5.0,OK,50.03
ZEPHYR_009,2025-07-30 02:00:00+00:00,26.81,10.89,14.29,99.34,1.5.0,WARN,52.29
ZEPHYR_009,2025-07-30 03:00:00+00:00,34.15,9.72,13.78,82.9,1.5.0,OK,66.73
ZEPHYR_009,2025-07-30 04:00:00+00:00,28.12,6.31,12.16,81.21,1.5.0,OK,55.26
ZEPHYR_009,2025-07-30 05:00:00+00:00,36.31,2.73,14.83,85.33,1.5.0,OK,70.69
ZEPHYR_009,2025-07-30 06:00:00+00:00,26.22,5.64,18.26,79.8,1.5.0,OK,50.45
ZEPHYR_009,2025-07-30 07:00:00+00:00,37.38,6.34,19.76,63.26,1.5.0,OK,71.55
ZEPHYR_009,2025-07-30 08:00:00+00:00,37.32,7.93,17.61,43.65,1.5.0,OK,71.96
ZEPHYR_009,2025-07-30 09:00:00+00:00,37.29,7.69,18.59,59.36,1.5.0,OK,71.66
ZEPHYR_009,2025-07-30 10:00:00+00:00,41.45,9.94,23.61,28.76,1.5.0,OK,78.31
ZEPHYR_009,2025-07-30 11:00:00+00:00,31.43,10.14,20.99,61.62,1.5.0,OK,59.91
ZEPHYR_009,2025-07-30 12:00:00+00:00,33.11,4.35,22.48,42.81,1.5.0,OK,62.79
ZEPHYR_009,2025-07-30 13:00:00+00:00,30.02,8.03,23.92,49.93,1.5.0,OK,56.66
ZEPHYR_009,2025-07-30 14:00:00+00:00,32.4,5.19,23.66,33.91,1.5.0,OK,61.2
ZEPHYR_009,2025-07-30 15:00:00+00:00,32.92,8.31,23.67,28.67,1.5.0,OK,62.18
ZEPHYR_009,2025-07-30 16:00:00+00:00,29.09,5.76,21.45,41.3,1.5.0,OK,55.36
ZEPHYR_009,2025-07-30 17:00:00+00:00,29.14,6.52,21.51,49.13,1.5.0,OK,55.44
ZEPHYR_009,2025-07-30 18:00:00+00:00,25.02,13.21,18.96,43.07,1.5.0,OK,48.02
ZEPHYR_009,2025-07-30 19:00:00+00:00,22.86,12.07,18.13,47.23,1.5.0,OK,44.0
ZEPHYR_009,2025-07-30 20:00:00+00:00,29.1,9.01,20.61,83.75,1.5.0,OK,55.54
ZEPHYR_009,2025-07-30 21:00:00+00:00,30.0,11.2,16.3,73.39,1.5.0,OK,58.11
ZEPHYR_009,2025-07-30 22:00:00+00:00,24.45,8.11,16.11,73.99,1.5.0,OK,47.39
ZEPHYR_009,2025-07-30 23:00:00+00:00,19.19,9.25,12.97,80.19,1.5.0,OK,37.6
ZEPHYR_009,2025-07-31 00:00:00+00:00,32.07,9.88,13.26,91.91,1.5.0,OK,62.78
ZEPHYR_009,2025-07-31 01:00:00+00:00,33.73,6.94,10.57,81.77,1.5.0,OK,66.65
ZEPHYR_009,2025-07-31 02:00:00+00:00,18.92,10.92,8.61,65.38,1.5.0,OK,37.65
ZEPHYR_009,2025-07-31 03:00:00+00:00,29.14,11.36,9.57,80.51,1.5.0,OK,57.79
ZEPHYR_009,2025-07-31 04:00:00+00:00,32.1,10.64,10.76,86.42,1.5.0,OK,63.39
ZEPHYR_009,2025-07-31 05:00:00+00:00,30.34,11.63,10.77,66.63,1.5.0,OK,59.91
ZEPHYR_009,2025-07-31 06:00:00+00:00,25.21,9.14,13.24,66.13,1.5.0,OK,49.35
ZEPHYR_009,2025-07-31 07:00:00+00:00,31.67,9.11,17.66,59.77,1.5.0,OK,61.06
ZEPHYR_009,2025-07-31 08:00:00+00:00,28.79,5.62,18.23,76.33,1.5.0,OK,55.4
ZEPHYR_009,2025-07-31 09:00:00+00:00,34.44,8.84,21.79,65.08,1.5.0,WARN,65.47
ZEPHYR_009,2025-07-31 10:00:00+00:00,29.85,5.99,22.26,56.65,1.5.0,OK,56.65
ZEPHYR_009,2025-07-31 11:00:00+00:00,34.88,9.37,24.16,50.51,1.5.0,OK,65.77
ZEPHYR_009,2025-07-31 12:00:00+00:00,29.56,5.78,22.94,48.07,1.5.0,OK,55.97
ZEPHYR_009,2025-07-31 13:00:00+00:00,30.72,8.57,23.86,42.9,1.5.0,MAINT,57.99
ZEPHYR_009,2025-07-31 14:00:00+00:00,34.02,6.74,24.4,32.45,1.5.0,OK,64.1
ZEPHYR_009,2025-07-31 15:00:00+00:00,36.59,11.33,23.05,19.35,1.5.0,OK,69.26
ZEPHYR_009,2025-07-31 16:00:00+00:00,26.71,6.32,23.69,43.26,1.5.0,OK,50.45
ZEPHYR_009,2025-07-31 17:00:00+00:00,29.05,4.73,23.33,51.06,1.5.0,OK,54.93
ZEPHYR_009,2025-07-31 18:00:00+00:00,21.56,7.7,19.67,54.76,1.5.0,WARN,41.28
ZEPHYR_009,2025-07-31 19:00:00+00:00,25.6,11.93,18.11,66.37,1.5.0,OK,49.28
ZEPHYR_009,2025-07-31 20:00:00+00:00,22.63,4.35,15.92,72.85,1.5.0,OK,43.89
ZEPHYR_009,2025-07-31 21:00:00+00:00,25.63,7.74,16.22,60.56,1.5.0,OK,49.66
ZEPHYR_009,2025-07-31 22:00:00+00:00,18.95,11.35,15.15,69.28,1.5.0,OK,36.85
ZEPHYR_009,2025-07-31 23:00:00+00:00,18.33,7.6,12.42,82.38,1.5.0,OK,35.99
ZEPHYR_010,2025-06-15 00:00:00+00:00,36.1,12.12,14.42,77.56,1.4.2,OK,70.38
ZEPHYR_010,2025-06-15 01:00:00+00:00,33.31,12.92,9.73,89.21,1.4.2,OK,66.02
ZEPHYR_010,2025-06-15 02:00:00+00:00,38.21,13.15,11.89,86.8,1.4.2,OK,75.16
ZEPHYR_010,2025-06-15 03:00:00+00:00,32.46,9.46,12.2,89.95,1.4.2,OK,63.78
ZEPHYR_010,2025-06-15 04:00:00+00:00,23.17,12.85,12.8,88.35,1.4.2,OK,45.43
ZEPHYR_010,2025-06-15 05:00:00+00:00,35.44,10.91,12.02,69.09,1.4.2,WARN,69.68
ZEPHYR_010,2025-06-15 06:00:00+00:00,35.3,10.15,16.5,86.81,1.4.2,OK,68.33
ZEPHYR_010,2025-06-15 07:00:00+00:00,33.25,14.04,16.74,60.39,1.4.2,OK,64.31
ZEPHYR_010,2025-06-15 08:00:00+00:00,36.51,11.25,19.36,68.23,1.4.2,OK,69.98
ZEPHYR_010,2025-06-15 09:00:00+00:00,42.38,12.56,19.87,55.27,1.4.2,OK,81.09
ZEPHYR_010,2025-06-15 10:00:00+00:00,40.53,9.64,23.03,46.94,1.4.2,OK,76.72
ZEPHYR_010,2025-06-15 11:00:00+00:00,27.56,9.49,22.36,33.0,1.4.2,OK,52.29
ZEPHYR_010,2025-06-15 12:00:00+00:00,36.31,10.92,21.52,47.46,1.4.2,OK,69.08
ZEPHYR_010,2025-06-15 13:00:00+00:00,35.49,11.41,24.41,27.21,1.4.2,OK,66.87
ZEPHYR_010,2025-06-15 14:00:00+00:00,36.35,13.13,24.79,42.84,1.4.2,OK,68.4
ZEPHYR_010,2025-06-15 15:00:00+00:00,35.3,14.02,24.83,47.48,1.4.2,OK,66.42
ZEPHYR_010,2025-06-15 16:00:00+00:00,33.05,10.96,24.3,38.3,1.4.2,OK,62.29
ZEPHYR_010,2025-06-15 17:00:00+00:00,33.96,11.24,22.4,45.98,1.4.2,OK,64.42
ZEPHYR_010,2025-06-15 18:00:00+00:00,27.62,9.08,22.92,44.2,1.4.2,OK,52.3
ZEPHYR_010,2025-06-15 19:00:00+00:00,28.89,10.67,18.56,46.77,1.4.2,OK,55.52
ZEPHYR_010,2025-06-15 20:00:00+00:00,30.73,12.66,17.14,64.81,1.4.2,OK,59.35
ZEPHYR_010,2025-06-15 21:00:00+00:00,26.96,11.12,14.77,62.97,1.4.2,OK,52.5
ZEPHYR_010,2025-06-15 22:00:00+00:00,22.78,12.52,14.78,81.03,1.4.2,OK,44.36
ZEPHYR_010,2025-06-15 23:00:00+00:00,29.53,11.46,11.75,73.31,1.4.2,OK,58.11
ZEPHYR_010,2025-06-16 00:00:00+00:00,34.71,17.43,13.15,88.75,1.4.2,OK,67.97
ZEPHYR_010,2025-06-16 01:00:00+00:00,27.49,16.17,11.45,81.75,1.4.2,OK,54.15
ZEPHYR_010,2025-06-16 02:00:00+00:00,27.91,12.32,10.32,92.47,1.4.2,OK,55.2
ZEPHYR_010,2025-06-16 03:00:00+00:00,34.86,11.12,11.76,72.01,1.4.2,OK,68.6
ZEPHYR_010,2025-06-16 04:00:00+00:00,29.56,11.11,12.87,76.75,1.4.2,OK,57.94
ZEPHYR_010,2025-06-16 05:00:00+00:00,36.66,13.56,14.44,72.82,1.4.2,OK,71.47
ZEPHYR_010,2025-06-16 06:00:00+00:00,36.05,7.9,17.17,66.25,1.4.2,OK,69.62
ZEPHYR_010,2025-06-16 07:00:00+00:00,38.76,5.76,21.11,67.6,1.4.2,OK,73.85
ZEPHYR_010,2025-06-16 08:00:00+00:00,42.55,8.16,19.3,68.15,1.4.2,OK,81.57
ZEPHYR_010,2025-06-16 09:00:00+00:00,41.97,14.46,19.78,56.16,1.4.2,OK,80.33
ZEPHYR_010,2025-06-16 10:00:00+00:00,38.35,13.2,18.61,65.36,1.4.2,OK,73.69
ZEPHYR_010,2025-06-16 11:00:00+00:00,43.7,10.37,22.21,61.6,1.4.2,OK,82.95
ZEPHYR_010,2025-06-16 12:00:00+00:00,33.07,11.15,23.41,36.77,1.4.2,OK,62.52
ZEPHYR_010,2025-06-16 13:00:00+00:00,43.14,10.74,22.98,42.83,1.4.2,OK,81.68
ZEPHYR_010,2025-06-16 14:00:00+00:00,39.5,12.78,23.65,38.6,1.4.2,OK,74.61
ZEPHYR_010,2025-06-16 15:00:00+00:00,30.57,12.03,22.65,44.83,1.4.2,OK,57.94
ZEPHYR_010,2025-06-16 16:00:00+00:00,31.23,16.34,24.28,33.15,1.4.2,OK,58.87
ZEPHYR_010,2025-06-16 17:00:00+00:00,29.8,13.1,21.91,59.3,1.4.2,OK,56.62
ZEPHYR_010,2025-06-16 18:00:00+00:00,34.75,12.24,19.46,54.06,1.4.2,OK,66.58
ZEPHYR_010,2025-06-16 19:00:00+00:00,33.31,10.94,18.9,52.14,1.4.2,OK,63.95
ZEPHYR_010,2025-06-16 20:00:00+00:00,28.34,15.75,14.89,72.92,1.4.2,OK,55.16
ZEPHYR_010,2025-06-16 21:00:00+00:00,28.91,10.51,14.76,45.25,1.4.2,OK,56.3
ZEPHYR_010,2025-06-16 22:00:00+00:00,25.28,11.69,14.07,51.82,1.4.2,OK,49.35
ZEPHYR_010,2025-06-16 23:00:00+00:00,37.87,9.98,14.19,77.85,1.4.2,OK,73.89
ZEPHYR_010,2025-06-17 00:00:00+00:00,29.79,13.23,12.5,78.05,1.4.2,OK,58.47
ZEPHYR_010,2025-06-17 01:00:00+00:00,31.4,10.64,12.87,80.25,1.4.2,OK,61.55
ZEPHYR_010,2025-06-17 02:00:00+00:00,38.16,12.35,12.03,71.99,1.4.2,OK,75.02
ZEPHYR_010,2025-06-17 03:00:00+00:00,43.97,9.42,11.14,78.32,1.4.2,OK,86.71
ZEPHYR_010,2025-06-17 04:00:00+00:00,33.3,11.09,11.19,93.3,1.4.2,OK,65.66
ZEPHYR_010,2025-06-17 05:00:00+00:00,39.61,10.75,12.92,82.15,1.4.2,OK,77.63
ZEPHYR_010,2025-06-17 06:00:00+00:00,37.65,16.59,19.35,69.83,1.4.2,OK,72.17
ZEPHYR_010,2025-06-17 07:00:00+00:00,27.05,14.26,15.46,65.78,1.4.2,OK,52.55
ZEPHYR_010,2025-06-17 08:00:00+00:00,31.92,9.6,20.06,60.01,1.4.2,OK,61.03
ZEPHYR_010,2025-06-17 09:00:00+00:00,38.6,10.75,18.6,40.83,1.4.2,OK,74.18
ZEPHYR_010,2025-06-17 10:00:00+00:00,45.63,8.96,21.99,49.99,1.4.2,OK,86.68
ZEPHYR_010,2025-06-17 11:00:00+00:00,37.1,7.62,22.76,58.1,1.4.2,OK,70.29
ZEPHYR_010,2025-06-17 12:00:00+00:00,40.79,15.15,24.15,25.18,1.4.2,OK,76.92
ZEPHYR_010,2025-06-17 13:00:00+00:00,44.32,7.8,22.99,38.04,1.4.2,OK,83.91
ZEPHYR_010,2025-06-17 14:00:00+00:00,45.4,15.61,23.58,31.34,1.4.2,OK,85.78
ZEPHYR_010,2025-06-17 15:00:00+00:00,34.87,11.44,24.89,34.91,1.4.2,OK,65.59
ZEPHYR_010,2025-06-17 16:00:00+00:00,38.57,11.29,22.01,42.17,1.4.2,OK,73.26
ZEPHYR_010,2025-06-17 17:00:00+00:00,37.75,12.44,20.95,28.95,1.4.2,OK,71.96
ZEPHYR_010,2025-06-17 18:00:00+00:00,27.9,14.76,19.46,56.38,1.4.2,OK,53.46
ZEPHYR_010,2025-06-17 19:00:00+00:00,33.73,9.44,18.73,60.11,1.4.2,OK,64.79
ZEPHYR_010,2025-06-17 20:00:00+00:00,29.8,13.61,18.76,57.86,1.4.2,OK,57.23
ZEPHYR_010,2025-06-17 21:00:00+00:00,29.98,11.63,16.01,45.32,1.4.2,OK,58.13
ZEPHYR_010,2025-06-17 22:00:00+00:00,30.84,10.85,14.44,67.95,1.4.2,OK,60.12
ZEPHYR_010,2025-06-17 23:00:00+00:00,29.9,11.3,13.5,78.7,1.4.2,OK,58.48
ZEPHYR_010,2025-06-18 00:00:00+00:00,27.01,12.1,14.45,58.67,1.4.2,OK,52.65
ZEPHYR_010,2025-06-18 01:00:00+00:00,28.84,14.49,11.89,77.8,1.4.2,OK,56.73
ZEPHYR_010,2025-06-18 02:00:00+00:00,35.43,9.78,10.98,71.69,1.4.2,OK,69.91
ZEPHYR_010,2025-06-18 03:00:00+00:00,31.78,12.8,13.7,82.33,1.4.2,OK,62.11
ZEPHYR_010,2025-06-18 04:00:00+00:00,33.99,12.23,13.76,76.0,1.4.2,OK,66.42
ZEPHYR_010,2025-06-18 05:00:00+00:00,32.12,11.59,16.81,74.8,1.4.2,MAINT,62.11
ZEPHYR_010,2025-06-18 06:00:00+00:00,30.72,13.04,15.99,79.92,1.4.2,OK,59.57
ZEPHYR_010,2025-06-18 07:00:00+00:00,42.82,11.31,15.96,79.31,1.4.2,OK,83.04
ZEPHYR_010,2025-06-18 08:00:00+00:00,39.38,11.76,16.71,63.91,1.4.2,MAINT,76.17
ZEPHYR_010,2025-06-18 09:00:00+00:00,50.31,11.24,21.87,56.79,1.4.2,OK,95.61
ZEPHYR_010,2025-06-18 10:00:00+00:00,36.71,12.53,23.16,36.32,1.4.2,OK,69.46
ZEPHYR_010,2025-06-18 11:00:00+00:00,39.14,9.34,22.52,55.93,1.4.2,OK,74.22
ZEPHYR_010,2025-06-18 12:00:00+00:00,40.32,9.39,23.09,35.03,1.4.2,OK,76.31
ZEPHYR_010,2025-06-18 13:00:00+00:00,41.78,12.48,25.73,35.91,1.4.2,MAINT,78.37
ZEPHYR_010,2025-06-18 14:00:00+00:00,34.3,13.37,22.52,45.06,1.4.2,OK,65.04
ZEPHYR_010,2025-06-18 15:00:00+00:00,34.52,7.06,22.52,26.46,1.4.2,OK,65.46
ZEPHYR_010,2025-06-18 16:00:00+00:00,38.5,10.33,24.65,44.74,1.4.2,OK,72.48
ZEPHYR_010,2025-06-18 17:00:00+00:00,31.1,17.92,21.51,57.89,1.4.2,OK,59.17
ZEPHYR_010,2025-06-18 18:00:00+00:00,28.16,11.32,20.84,52.41,1.4.2,OK,53.7
ZEPHYR_010,2025-06-18 19:00:00+00:00,25.6,11.15,19.08,44.75,1.4.2,OK,49.11
ZEPHYR_010,2025-06-18 20:00:00+00:00,31.87,12.16,17.74,59.9,1.4.2,OK,61.42
ZEPHYR_010,2025-06-18 21:00:00+00:00,27.87,13.26,17.92,73.36,1.4.2,OK,53.68
ZEPHYR_010,2025-06-18 22:00:00+00:00,23.24,7.06,14.64,54.11,1.4.2,OK,45.27
ZEPHYR_010,2025-06-18 23:00:00+00:00,20.56,9.73,13.4,66.76,1.4.2,OK,40.23
ZEPHYR_010,2025-06-19 00:00:00+00:00,25.55,9.57,9.73,89.42,1.4.2,OK,50.64
ZEPHYR_010,2025-06-19 01:00:00+00:00,27.39,10.06,13.23,80.38,1.4.2,OK,53.62
ZEPHYR_010,2025-06-19 02:00:00+00:00,33.65,10.23,11.71,84.68,1.4.2,OK,66.23
ZEPHYR_010,2025-06-19 03:00:00+00:00,27.63,10.82,10.73,92.54,1.4.2,OK,54.57
ZEPHYR_010,2025-06-19 04:00:00+00:00,36.97,12.79,12.46,84.79,1.4.2,OK,72.57
